iso3,country,gdis_id,disasterno,year,disastertype,locations,admin_levels,adm1_sample,adm2_sample,readiness_lane
CHN,China,1642,2014-0133,2014,storm,6,L1:6,Guangxi; Hunan; Jiangxi; Qinghai; Shaanxi; Xinjiang Uygur,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1674,2015-0185,2015,flood,6,L1:6,Fujian; Guangdong; Guangxi; Guizhou; Hunan; Jiangxi,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1677,2015-0240,2015,flood,6,L1:6,Anhui; Chongqing; Guizhou; Hubei; Jiangsu; Sichuan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-89,2016-0140,2016,storm,6,L1:6,Guangxi; Guizhou; Henan; Hubei; Shaanxi; Shandong,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jul-56,2018-0348,2018,storm,6,L1:6,Anhui; Henan; Jiangsu; Shandong; Shanghai; Zhejiang,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jul-60,2018-0474,2018,storm,6,L1:6,Guangxi; Guizhou; Hubei; Hunan; Jiangxi; Zhejiang,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jun-67,2015-0251,2015,storm,6,L1:6,Gansu; Heilongjiang; Nei Mongol; Ningxia Hui; Qinghai; Shaanxi,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jun-73,2015-0334,2015,storm,6,L1:6,Gansu; Hebei; Henan; Hubei; Nei Mongol; Shaanxi,NA,needs_emdat_event_date_and_black_marble_extraction
FJI,Fiji,Jul-80,2018-0194,2018,storm,6,L2:6,Central; Eastern; Northern; Western,Ba; Lomaiviti; Macuata; Nadroga/Navosa; Ra; Rewa,needs_emdat_event_date_and_black_marble_extraction
IDN,Indonesia,3188,2012-0558,2012,storm,6,L1:6,Banten; Jakarta Raya; Jawa Barat; Jawa Tengah; Jawa Timur; Yogyakarta,NA,needs_emdat_event_date_and_black_marble_extraction
IDN,Indonesia,3215,2014-0018,2014,flood,6,L2:6,Sulawesi Utara,Kepulauan Sangihe; Manado; Minahasa; Minahasa Selatan; Minahasa Utara; Tomohon,needs_emdat_event_date_and_black_marble_extraction
IDN,Indonesia,3216,2014-0057,2014,flood,6,L1:6,Banten; Jakarta Raya; Jawa Barat; Jawa Tengah; Jawa Timur; Yogyakarta,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-277,2017-0180,2017,flood,6,L2:3; L1:3,Assam; Jharkhand; Manipur; Nagaland,Darrang; Karimganj; Lakhimpur; NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-294,2018-0202,2018,storm,6,L1:6,Assam; Manipur; Mizoram; Tripura; Uttar Pradesh; West Bengal,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,2950,2013-0401,2013,storm,6,L1:6,Andhra Pradesh; Bihar; Chhattisgarh; Jharkhand; Odisha; West Bengal,NA,needs_emdat_event_date_and_black_marble_extraction
PAK,Pakistan,02-488,2016-0553,2016,flood,6,L1:5; L3:1,Azad Kashmir; Baluchistan; F.A.T.A.; N.W.F.P.; Northern Areas; Punjab,F.A.T.A.; NA,needs_emdat_event_date_and_black_marble_extraction
PAK,Pakistan,02-497,2017-0045,2017,flood,6,L3:6,Baluchistan,Makran; Quetta; Sibi,needs_emdat_event_date_and_black_marble_extraction
PAK,Pakistan,4769,2013-0381,2013,earthquake,6,L3:6,Baluchistan,Kalat; Makran; Quetta,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5324,2012-0396,2012,flood,6,L1:6,Aklan; Antique; Capiz; Guimaras; Iloilo; Negros Occidental,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5358,2014-0240,2014,storm,6,L1:5; L2:1,Batanes; Cagayan; Isabela; Nueva Vizcaya; Quirino; Rizal,NA; Rodriguez,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5366,2015-0017,2015,storm,6,L1:6,Catanduanes; Cebu; Eastern Samar; Metropolitan Manila; Samar; Sorsogon,NA,needs_emdat_event_date_and_black_marble_extraction
PNG,Papua New Guinea,01-1101,2013-0028,2013,flood,6,L1:6,Central; Jiwaka; Morobe; National Capital District; Sandaun; Western Highlands,NA,needs_emdat_event_date_and_black_marble_extraction
VNM,Viet Nam,7374,2012-0406,2012,storm,6,L1:6,Hai Phong; Nam Dinh; Nghe An; Ninh Binh; Thai Binh; Thanh Hoa,NA,needs_emdat_event_date_and_black_marble_extraction
VNM,Viet Nam,7380,2013-0419,2013,storm,6,L1:6,Ha Tinh; Nghe An; Quang Binh; Quang Tri; Thanh Hoa; Thua Thien Hue,NA,needs_emdat_event_date_and_black_marble_extraction
VUT,Vanuatu,7203,2015-0093,2015,storm,6,L1:6,Malampa; Penama; Sanma; Shefa; Tafea; Torba,NA,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,1-Feb,2016-0135,2016,flood,5,L1:5,Badghis; Baghlan; Daykundi; Samangan; Takhar,NA,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,18-Apr,2015-0054,2015,landslide,5,L1:4; L2:1,Badakhshan; Bamyan; Laghman; Nangarhar; Panjshir,NA; Panjsher,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,6-Feb,2017-0071,2017,storm,5,L2:4; L1:1,Faryab; Kabul; Laghman,Andkhoy; Bilchiragh; Dawlat Shah; NA; Pashtun Kot,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,86,2013-0148,2013,flood,5,L1:5,Badakhshan; Hirat; Kandahar; Kunduz; Parwan,NA,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,89,2013-0279,2013,flood,5,L1:5,Kabul; Khost; Kunar; Nangarhar; Paktya,NA,needs_emdat_event_date_and_black_marble_extraction
BGD,Bangladesh,635,2012-0385,2012,storm,5,L3:4; L2:1,Barisal; Chittagong; Dhaka,Bhola; Chittagong; Gazipur; Noakhali,needs_emdat_event_date_and_black_marble_extraction
CHN,China,01-382,2014-0389,2014,flood,5,L1:5,Chongqing; Guizhou; Hubei; Shaanxi; Sichuan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-108,2016-0350,2016,storm,5,L2:3; L3:2,Fujian; Hebei; Henan; Zhejiang,Lishui; Pingdingshan; Quanzhou; Quzhou; Shijiazhuang,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-114,2017-0143,2017,storm,5,L1:5,Chongqing; Henan; Hubei; Shaanxi; Sichuan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-125,2017-0287,2017,flood,5,L1:5,Henan; Hubei; Jiangsu; Shaanxi; Shandong,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-130,2017-0485,2017,storm,5,L1:5,Fujian; Guangdong; Guangxi; Hainan; Yunnan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,02-141,2018-0201,2018,storm,5,L1:5,Fujian; Guangdong; Hainan; Jiangxi; Zhejiang,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1596,2012-0610,2012,flood,5,L1:5,Hebei; Heilongjiang; Jilin; Liaoning; Shandong,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1607,2013-0200,2013,flood,5,L1:5,Guangdong; Guizhou; Hubei; Jiangxi; Sichuan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1617,2013-0249,2013,storm,5,L1:5,Anhui; Fujian; Guangdong; Jiangxi; Zhejiang,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1618,2013-0262,2013,flood,5,L1:5,Gansu; Heilongjiang; Jilin; Sichuan; Xinjiang Uygur,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1641,2014-0132,2014,storm,5,L1:5,Anhui; Chongqing; Guizhou; Hubei; Sichuan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,1663,2014-0389,2014,flood,5,L1:5,Chongqing; Guizhou; Hubei; Shaanxi; Sichuan,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-87,2016-0095,2016,flood,5,L1:5,Guangdong; Guangxi; Guizhou; Hunan; Jiangxi,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-93,2016-0235,2016,storm,5,L1:4; L2:1,Beijing; Jiangsu; Jilin; Liaoning; Xinjiang Uygur,NA; Yancheng,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Feb-97,2016-0209,2016,storm,5,L1:5,Beijing; Jiangsu; Jilin; Liaoning; Xinjiang Uygur,NA,needs_emdat_event_date_and_black_marble_extraction
CHN,China,Jul-52,2018-0287,2018,storm,5,L1:5,Hebei; Jiangsu; Shandong; Shanghai; Zhejiang,NA,needs_emdat_event_date_and_black_marble_extraction
GEO,Georgia,2285,2012-0165,2012,flood,5,L2:4; L1:1,Kakheti; Mtskheta-Mtianeti; Tbilisi,Dusheti; Gurjaani; Lagodekhi; Mtskheta; NA,needs_emdat_event_date_and_black_marble_extraction
GEO,Georgia,2290,2014-0365,2014,flood,5,L2:5,Ajaria; Guria,Batumi; Chokhatauri; Kobuleti; Lanchkhuti; Ozurgeti,needs_emdat_event_date_and_black_marble_extraction
IND,India,02-292,2018-0199,2018,storm,5,L1:5,Kerala; Maharashtra; Mizoram; Rajasthan; Uttar Pradesh,NA,needs_emdat_event_date_and_black_marble_extraction
IND,India,06-127,2015-0413,2015,flood,5,L2:4; L1:1,Arunachal Pradesh; Assam,Dhemaji; Kokrajhar; Lakhimpur; NA; Sonitpur,needs_emdat_event_date_and_black_marble_extraction
IND,India,2952,2013-0515,2013,storm,5,L2:5,Andhra Pradesh,East Godavari; Guntur; Krishna; Visakhapatnam; West Godavari,needs_emdat_event_date_and_black_marble_extraction
IND,India,2967,2015-0164,2015,storm,5,L2:5,Bihar,Madhepura; Madhubani; Purnia; Sitamarhi; Supaul,needs_emdat_event_date_and_black_marble_extraction
KAZ,Kazakhstan,3724,2012-0059,2012,flood,5,L2:5,South Kazakhstan,Baydibekskiy; Kazygurtskiy; Ordabasynskiy; Sayramskiy; Tolebiyskiy,needs_emdat_event_date_and_black_marble_extraction
LAO,Lao PDR,02-395,2018-0305,2018,storm,5,L1:5,Attapu; Champasak; Khammouan; Oudomxai; Savannakhet,NA,needs_emdat_event_date_and_black_marble_extraction
LAO,Lao PDR,3900,2013-0417,2013,flood,5,L1:5,Attapu; Champasak; Saravan; Savannakhet; Xekong,NA,needs_emdat_event_date_and_black_marble_extraction
MMR,Myanmar,4421,2012-0417,2012,earthquake,5,L3:3; L2:2,Mandalay; Sagaing,Kyaukse; Pyin-Oo-Lwin; Shwebo,needs_emdat_event_date_and_black_marble_extraction
MMR,Myanmar,4422,2013-0263,2013,flood,5,L1:4; L2:1,Ayeyarwady; Kayin; Mon; Rakhine; Tanintharyi,Mergui; NA,needs_emdat_event_date_and_black_marble_extraction
MMR,Myanmar,4425,2015-0253,2015,flood,5,L1:5,Ayeyarwady; Bago; Kayin; Rakhine; Tanintharyi,NA,needs_emdat_event_date_and_black_marble_extraction
MYS,Malaysia,4069,2013-0535,2013,flood,5,L1:5,Johor; Kelantan; Kuala Lumpur; Pahang; Trengganu,NA,needs_emdat_event_date_and_black_marble_extraction
NPL,Nepal,4473,2013-0576,2013,flood,5,L3:5,Central; East,Koshi; Mechi; Narayani; Sagarmatha,needs_emdat_event_date_and_black_marble_extraction
PAK,Pakistan,06-207,2015-0291,2015,flood,5,L1:5,Azad Kashmir; Baluchistan; N.W.F.P.; Punjab; Sind,NA,needs_emdat_event_date_and_black_marble_extraction
PAK,Pakistan,4768,2013-0276,2013,flood,5,L1:4; L3:1,Baluchistan; N.W.F.P.; Northern Areas; Punjab; Sind,NA; Northern Areas,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5341,2013-0019,2013,flood,5,L1:5,Bukidnon; Camiguin; Lanao Del Norte; Misamis Occidental; Misamis Oriental,NA,needs_emdat_event_date_and_black_marble_extraction
PHL,Philippines,5360,2014-0414,2014,flood,5,L2:3; L1:2,Bukidnon; Misamis Oriental; Quezon,Cagayan De Oro; El Salvador; Lagonglong; NA,needs_emdat_event_date_and_black_marble_extraction
PNG,Papua New Guinea,06-213,2015-0097,2015,flood,5,L1:5,Madang; Milne Bay; Morobe; National Capital District; West New Britain,NA,needs_emdat_event_date_and_black_marble_extraction
SLB,Solomon Islands,5693,2014-0091,2014,flood,5,L1:5,Guadalcanal; Honiara; Isabel; Makira Ulawa; Malaita,NA,needs_emdat_event_date_and_black_marble_extraction
THA,Thailand,6270,2013-0533,2013,flood,5,L1:5,Nakhon Si Thammarat; Narathiwat; Phatthalung; Songkhla; Trang,NA,needs_emdat_event_date_and_black_marble_extraction
TJK,Tajikistan,6143,2015-0194,2015,flood,5,L2:5,Khatlon; Tadzhikistan Territories,Jilikul; Khuroson; Qabodiyon; Rudaki; Vakhsh,needs_emdat_event_date_and_black_marble_extraction
VNM,Viet Nam,7378,2013-0417,2013,flood,5,L1:5,Dak Lak; Kon Tum; Quang Nam; Quang Ngai; Quang Tri,NA,needs_emdat_event_date_and_black_marble_extraction
VUT,Vanuatu,7202,2014-0096,2014,storm,5,L1:3; L2:2,Malampa; Penama; Sanma; Shefa; Torba,East Ambae; NA; South Santo,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,7-Feb,2017-0288,2017,flood,4,L2:3; L1:1,Badakhshan; Kabul; Nangarhar; Paktika,Khaki Jabar; NA; Rodat; Sarobi,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,84,2012-0164,2012,earthquake,4,L2:3; L1:1,Baghlan; Kabul,Burka; Khost Wa Firing; NA; Nahrin,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,85,2012-0226,2012,flood,4,L2:3; L1:1,Badakhshan; Ghor,Chaghcharan; NA; Shahrak; Tulak,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,90,2013-0343,2013,flood,4,L2:4,Ghazni; Kabul; Wardak,Chak; Jaghatu; Paghman; Sayid Abad,needs_emdat_event_date_and_black_marble_extraction
AFG,Afghanistan,91,2014-0084,2014,storm,4,L1:4,Faryab; Jawzjan; Kabul; Kunduz,NA,needs_emdat_event_date_and_black_marble_extraction
BGD,Bangladesh,639,2014-0135,2014,storm,4,L2:4,Dhaka; Rajshahi; Sylhet,Naogaon; Netrakona; Sunamganj; Tangail,needs_emdat_event_date_and_black_marble_extraction
